bucket,decision,score,relative_path,absolute_path,ext,size_bytes,reasons
B,supporting-context,4,RECURSO/METAMETADATA/METADATA/1.ChatGPT-AgathaAgent/recurso-AG_layered_structure/13_layer-13-runtime-and-operations/executive-facing-summary.md,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/RECURSO/METAMETADATA/METADATA/1.ChatGPT-AgathaAgent/recurso-AG_layered_structure/13_layer-13-runtime-and-operations/executive-facing-summary.md,.md,2627,anchor-term:recurso|narrative-format
B,supporting-context,4,RECURSO/METAMETADATA/METADATA/1.ChatGPT-AgathaAgent/recurso-AG_layered_structure/13_layer-13-runtime-and-operations/memory-writeback-discipline.md,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/RECURSO/METAMETADATA/METADATA/1.ChatGPT-AgathaAgent/recurso-AG_layered_structure/13_layer-13-runtime-and-operations/memory-writeback-discipline.md,.md,538,anchor-term:recurso|narrative-format
B,supporting-context,4,RECURSO/METAMETADATA/METADATA/1.ChatGPT-AgathaAgent/recurso-AG_layered_structure/13_layer-13-runtime-and-operations/operator-runbook.md,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/RECURSO/METAMETADATA/METADATA/1.ChatGPT-AgathaAgent/recurso-AG_layered_structure/13_layer-13-runtime-and-operations/operator-runbook.md,.md,4136,anchor-term:recurso|narrative-format
B,supporting-context,4,RECURSO/METAMETADATA/METADATA/1.ChatGPT-AgathaAgent/recurso-AG_layered_structure/13_layer-13-runtime-and-operations/pre-run-checklist.md,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/RECURSO/METAMETADATA/METADATA/1.ChatGPT-AgathaAgent/recurso-AG_layered_structure/13_layer-13-runtime-and-operations/pre-run-checklist.md,.md,530,anchor-term:recurso|narrative-format
B,supporting-context,4,RECURSO/METAMETADATA/METADATA/1.ChatGPT-AgathaAgent/recurso-AG_layered_structure/13_layer-13-runtime-and-operations/runtime-overview.md,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/RECURSO/METAMETADATA/METADATA/1.ChatGPT-AgathaAgent/recurso-AG_layered_structure/13_layer-13-runtime-and-operations/runtime-overview.md,.md,603,anchor-term:recurso|narrative-format
B,supporting-context,4,RECURSO/METAMETADATA/METADATA/1.ChatGPT-AgathaAgent/recurso-AG_layered_structure/13_layer-13-runtime-and-operations/twelve-agent-qa-note.md,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/RECURSO/METAMETADATA/METADATA/1.ChatGPT-AgathaAgent/recurso-AG_layered_structure/13_layer-13-runtime-and-operations/twelve-agent-qa-note.md,.md,588,anchor-term:recurso|narrative-format
B,supporting-context,4,RECURSO/METAMETADATA/METADATA/1.ChatGPT-AgathaAgent/recurso-AG_layered_structure/13_layer-13-runtime-and-operations/visualization-index.md,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/RECURSO/METAMETADATA/METADATA/1.ChatGPT-AgathaAgent/recurso-AG_layered_structure/13_layer-13-runtime-and-operations/visualization-index.md,.md,457,anchor-term:recurso|narrative-format
B,supporting-context,4,RECURSO/METAMETADATA/METADATA/1.ChatGPT-AgathaAgent/recurso-AG_layered_structure/14_contracts/README.md,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/RECURSO/METAMETADATA/METADATA/1.ChatGPT-AgathaAgent/recurso-AG_layered_structure/14_contracts/README.md,.md,1154,anchor-term:recurso|narrative-format
B,supporting-context,4,RECURSO/METAMETADATA/METADATA/2.GEMINI - META LAYER ANALYSIS/GEMFULLAUDIT.txt,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/RECURSO/METAMETADATA/METADATA/2.GEMINI - META LAYER ANALYSIS/GEMFULLAUDIT.txt,.txt,159540,anchor-term:recurso|narrative-format
B,supporting-context,4,RECURSO/METAMETADATA/METADATA/2.GEMINI - META LAYER ANALYSIS/SHADOWMASTER_REVERSED_LOGIC.txt,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/RECURSO/METAMETADATA/METADATA/2.GEMINI - META LAYER ANALYSIS/SHADOWMASTER_REVERSED_LOGIC.txt,.txt,14535,anchor-term:recurso|narrative-format
B,supporting-context,4,RECURSO/METAMETADATA/METADATA/3.claude/CLAUDEFULLAUDIT.txt,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/RECURSO/METAMETADATA/METADATA/3.claude/CLAUDEFULLAUDIT.txt,.txt,33463,anchor-term:recurso|narrative-format
B,supporting-context,4,RECURSO/METAMETADATA/SKILL ANALYZE.txt,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/RECURSO/METAMETADATA/SKILL ANALYZE.txt,.txt,7987,anchor-term:recurso|narrative-format
B,supporting-context,4,RECURSO/METAMETADATA/SKILL.md,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/RECURSO/METAMETADATA/SKILL.md,.md,3674,anchor-term:recurso|narrative-format
B,supporting-context,4,RECURSO/METAMETADATA/TRIANGULATION_FULL_REPORT.md,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/RECURSO/METAMETADATA/TRIANGULATION_FULL_REPORT.md,.md,9212,anchor-term:recurso|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes RESTART TESTS/kingmalek/restart-kingmalek-00297d4e97/parallel_script_recalibration.md,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes RESTART TESTS/kingmalek/restart-kingmalek-00297d4e97/parallel_script_recalibration.md,.md,1905,anchor-term:paper|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes RESTART TESTS/runner/restart-runner-00297d4e97/parallel_script_recalibration.md,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes RESTART TESTS/runner/restart-runner-00297d4e97/parallel_script_recalibration.md,.md,1899,anchor-term:paper|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes RESTART-2 TESTS/runner/restart2-runner-6eed7729eb/parallel_script_recalibration.md,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes RESTART-2 TESTS/runner/restart2-runner-6eed7729eb/parallel_script_recalibration.md,.md,1902,anchor-term:paper|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes RESTART-2/AG-runner/P0-AG-RECURSO-DRAFT1-merged-revised.md,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes RESTART-2/AG-runner/P0-AG-RECURSO-DRAFT1-merged-revised.md,.md,66820,anchor-term:draft|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes RESTART-2/AG-runner/README0.txt,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes RESTART-2/AG-runner/README0.txt,.txt,2928,anchor-term:paper|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes RESTART-2/ANTHRO-SALOMON/README2.txt,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes RESTART-2/ANTHRO-SALOMON/README2.txt,.txt,2808,anchor-term:paper|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes RESTART-2/ANTHRO-SALOMON/SALOMON.composite-reference.py.txt,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes RESTART-2/ANTHRO-SALOMON/SALOMON.composite-reference.py.txt,.txt,253815,anchor-term:paper|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes RESTART-2/GEM-MALEK-PHENIX/README1.txt,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes RESTART-2/GEM-MALEK-PHENIX/README1.txt,.txt,3030,anchor-term:paper|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes RESTART-2/GEM-MALEK-PHENIX/debug_runs/kingmalek/debug-kingmalek-smoke-16a6b2387f/parallel_script_recalibration.md,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes RESTART-2/GEM-MALEK-PHENIX/debug_runs/kingmalek/debug-kingmalek-smoke-16a6b2387f/parallel_script_recalibration.md,.md,1892,anchor-term:paper|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes RESTART-2/GEM-MALEK-PHENIX/parallel_runs/kingmalek-wrapper/parallel-kingmalek-wrapper-5861bc1349/parallel_script_recalibration.md,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes RESTART-2/GEM-MALEK-PHENIX/parallel_runs/kingmalek-wrapper/parallel-kingmalek-wrapper-5861bc1349/parallel_script_recalibration.md,.md,1908,anchor-term:paper|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes RESTART-2/GEM-MALEK-PHENIX/parallel_runs/kingmalek/kingmalek-md-readme-zip-afaf0136e9/parallel_script_recalibration.md,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes RESTART-2/GEM-MALEK-PHENIX/parallel_runs/kingmalek/kingmalek-md-readme-zip-afaf0136e9/parallel_script_recalibration.md,.md,1842,anchor-term:paper|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes RESTART-2/README3.txt,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes RESTART-2/README3.txt,.txt,3213,anchor-term:paper|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes RESTART-3 TESTS/runner/restart3-runner-34adc61c1a/parallel_script_recalibration.md,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes RESTART-3 TESTS/runner/restart3-runner-34adc61c1a/parallel_script_recalibration.md,.md,1902,anchor-term:paper|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes RESTART-3/AG-runner/P0-AG-RECURSO-DRAFT1-merged-revised.md,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes RESTART-3/AG-runner/P0-AG-RECURSO-DRAFT1-merged-revised.md,.md,66820,anchor-term:draft|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes RESTART-3/AG-runner/README0.txt,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes RESTART-3/AG-runner/README0.txt,.txt,3236,anchor-term:paper|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes RESTART-3/ANTHRO-SALOMON/README2.txt,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes RESTART-3/ANTHRO-SALOMON/README2.txt,.txt,3105,anchor-term:paper|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes RESTART-3/ANTHRO-SALOMON/SALOMON.composite-reference.py.txt,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes RESTART-3/ANTHRO-SALOMON/SALOMON.composite-reference.py.txt,.txt,253815,anchor-term:paper|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes RESTART-3/GEM-MALEK-PHENIX/README1.txt,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes RESTART-3/GEM-MALEK-PHENIX/README1.txt,.txt,3299,anchor-term:paper|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes RESTART-3/GEM-MALEK-PHENIX/debug_runs/kingmalek/debug-kingmalek-smoke-16a6b2387f/parallel_script_recalibration.md,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes RESTART-3/GEM-MALEK-PHENIX/debug_runs/kingmalek/debug-kingmalek-smoke-16a6b2387f/parallel_script_recalibration.md,.md,1892,anchor-term:paper|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes RESTART-3/GEM-MALEK-PHENIX/parallel_runs/kingmalek-wrapper/parallel-kingmalek-wrapper-5861bc1349/parallel_script_recalibration.md,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes RESTART-3/GEM-MALEK-PHENIX/parallel_runs/kingmalek-wrapper/parallel-kingmalek-wrapper-5861bc1349/parallel_script_recalibration.md,.md,1908,anchor-term:paper|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes RESTART-3/GEM-MALEK-PHENIX/parallel_runs/kingmalek/kingmalek-md-readme-zip-afaf0136e9/parallel_script_recalibration.md,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes RESTART-3/GEM-MALEK-PHENIX/parallel_runs/kingmalek/kingmalek-md-readme-zip-afaf0136e9/parallel_script_recalibration.md,.md,1842,anchor-term:paper|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes RESTART-3/README3.txt,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes RESTART-3/README3.txt,.txt,3501,anchor-term:paper|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes RESTART-4 RUNTIME-ARCHIVE/GEM-MALEK-PHENIX/debug_runs/kingmalek/debug-kingmalek-smoke-16a6b2387f/parallel_script_recalibration.md,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes RESTART-4 RUNTIME-ARCHIVE/GEM-MALEK-PHENIX/debug_runs/kingmalek/debug-kingmalek-smoke-16a6b2387f/parallel_script_recalibration.md,.md,1892,anchor-term:paper|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes RESTART-4 RUNTIME-ARCHIVE/GEM-MALEK-PHENIX/parallel_runs/kingmalek-wrapper/parallel-kingmalek-wrapper-5861bc1349/parallel_script_recalibration.md,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes RESTART-4 RUNTIME-ARCHIVE/GEM-MALEK-PHENIX/parallel_runs/kingmalek-wrapper/parallel-kingmalek-wrapper-5861bc1349/parallel_script_recalibration.md,.md,1908,anchor-term:paper|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes RESTART-4 RUNTIME-ARCHIVE/GEM-MALEK-PHENIX/parallel_runs/kingmalek/kingmalek-md-readme-zip-afaf0136e9/parallel_script_recalibration.md,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes RESTART-4 RUNTIME-ARCHIVE/GEM-MALEK-PHENIX/parallel_runs/kingmalek/kingmalek-md-readme-zip-afaf0136e9/parallel_script_recalibration.md,.md,1842,anchor-term:paper|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes RESTART-4 TESTS/RUN_HISTORY_REPORT_2026-03-10.md,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes RESTART-4 TESTS/RUN_HISTORY_REPORT_2026-03-10.md,.md,14371,anchor-term:paper|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes RESTART-4 TESTS/runner/restart4-corrected-runner-c35d594f4c/parallel_script_recalibration.md,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes RESTART-4 TESTS/runner/restart4-corrected-runner-c35d594f4c/parallel_script_recalibration.md,.md,1912,anchor-term:paper|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes RESTART-4 TESTS/runner/restart4-corrected-runner-v2-0d39e54855/parallel_script_recalibration.md,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes RESTART-4 TESTS/runner/restart4-corrected-runner-v2-0d39e54855/parallel_script_recalibration.md,.md,2388,anchor-term:paper|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes RESTART-4/AG-runner/P0-AG-RECURSO-DRAFT1-merged-revised.md,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes RESTART-4/AG-runner/P0-AG-RECURSO-DRAFT1-merged-revised.md,.md,66820,anchor-term:draft|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes RESTART-4/AG-runner/README0.txt,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes RESTART-4/AG-runner/README0.txt,.txt,4008,anchor-term:paper|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes RESTART-4/ANTHRO-SALOMON/README2.txt,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes RESTART-4/ANTHRO-SALOMON/README2.txt,.txt,3941,anchor-term:paper|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes RESTART-4/ANTHRO-SALOMON/SALOMON.composite-reference.py.txt,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes RESTART-4/ANTHRO-SALOMON/SALOMON.composite-reference.py.txt,.txt,253815,anchor-term:paper|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes RESTART-4/GEM-MALEK-PHENIX/README1.txt,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes RESTART-4/GEM-MALEK-PHENIX/README1.txt,.txt,4036,anchor-term:paper|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes RESTART-4/METHOD_LOCK.txt,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes RESTART-4/METHOD_LOCK.txt,.txt,2196,anchor-term:method|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes RESTART-4/README3.txt,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes RESTART-4/README3.txt,.txt,4334,anchor-term:paper|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes RESTART/AG-runner/P0-AG-RECURSO-DRAFT1-merged-revised.md,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes RESTART/AG-runner/P0-AG-RECURSO-DRAFT1-merged-revised.md,.md,66820,anchor-term:draft|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes RESTART/AG-runner/README0.txt,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes RESTART/AG-runner/README0.txt,.txt,2857,anchor-term:paper|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes RESTART/ANTHRO-SALOMON/README2.txt,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes RESTART/ANTHRO-SALOMON/README2.txt,.txt,2836,anchor-term:paper|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes RESTART/ANTHRO-SALOMON/SALOMON.composite-reference.py.txt,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes RESTART/ANTHRO-SALOMON/SALOMON.composite-reference.py.txt,.txt,253815,anchor-term:paper|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes RESTART/GEM-MALEK-PHENIX/README1.txt,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes RESTART/GEM-MALEK-PHENIX/README1.txt,.txt,2963,anchor-term:paper|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes RESTART/GEM-MALEK-PHENIX/debug_runs/kingmalek/debug-kingmalek-smoke-16a6b2387f/parallel_script_recalibration.md,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes RESTART/GEM-MALEK-PHENIX/debug_runs/kingmalek/debug-kingmalek-smoke-16a6b2387f/parallel_script_recalibration.md,.md,1892,anchor-term:paper|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes RESTART/GEM-MALEK-PHENIX/parallel_runs/kingmalek-wrapper/parallel-kingmalek-wrapper-5861bc1349/parallel_script_recalibration.md,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes RESTART/GEM-MALEK-PHENIX/parallel_runs/kingmalek-wrapper/parallel-kingmalek-wrapper-5861bc1349/parallel_script_recalibration.md,.md,1908,anchor-term:paper|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes RESTART/GEM-MALEK-PHENIX/parallel_runs/kingmalek/kingmalek-md-readme-zip-afaf0136e9/parallel_script_recalibration.md,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes RESTART/GEM-MALEK-PHENIX/parallel_runs/kingmalek/kingmalek-md-readme-zip-afaf0136e9/parallel_script_recalibration.md,.md,1842,anchor-term:paper|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes RESTART/README3.txt,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes RESTART/README3.txt,.txt,3275,anchor-term:paper|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes ROUND2 TESTS/kingmalek/round2-kingmalek-e9baa5535f/parallel_script_recalibration.md,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes ROUND2 TESTS/kingmalek/round2-kingmalek-e9baa5535f/parallel_script_recalibration.md,.md,1903,anchor-term:paper|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes ROUND2 TESTS/runner/round2-runner-e9baa5535f/parallel_script_recalibration.md,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes ROUND2 TESTS/runner/round2-runner-e9baa5535f/parallel_script_recalibration.md,.md,1897,anchor-term:paper|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes ROUND2/AG-runner/P0-AG-RECURSO-DRAFT1-merged-revised.md,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes ROUND2/AG-runner/P0-AG-RECURSO-DRAFT1-merged-revised.md,.md,66820,anchor-term:draft|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes ROUND2/AG-runner/README0.txt,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes ROUND2/AG-runner/README0.txt,.txt,2282,anchor-term:paper|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes ROUND2/ANTHRO-SALOMON/README2.txt,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes ROUND2/ANTHRO-SALOMON/README2.txt,.txt,2281,anchor-term:paper|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes ROUND2/ANTHRO-SALOMON/SALOMON.composite-reference.py.txt,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes ROUND2/ANTHRO-SALOMON/SALOMON.composite-reference.py.txt,.txt,253815,anchor-term:paper|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes ROUND2/GEM-MALEK-PHENIX/README1.txt,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes ROUND2/GEM-MALEK-PHENIX/README1.txt,.txt,2451,anchor-term:paper|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes ROUND2/GEM-MALEK-PHENIX/debug_runs/kingmalek/debug-kingmalek-smoke-16a6b2387f/parallel_script_recalibration.md,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes ROUND2/GEM-MALEK-PHENIX/debug_runs/kingmalek/debug-kingmalek-smoke-16a6b2387f/parallel_script_recalibration.md,.md,1892,anchor-term:paper|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes ROUND2/GEM-MALEK-PHENIX/parallel_runs/kingmalek-wrapper/parallel-kingmalek-wrapper-5861bc1349/parallel_script_recalibration.md,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes ROUND2/GEM-MALEK-PHENIX/parallel_runs/kingmalek-wrapper/parallel-kingmalek-wrapper-5861bc1349/parallel_script_recalibration.md,.md,1908,anchor-term:paper|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes ROUND2/GEM-MALEK-PHENIX/parallel_runs/kingmalek/kingmalek-md-readme-zip-afaf0136e9/parallel_script_recalibration.md,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes ROUND2/GEM-MALEK-PHENIX/parallel_runs/kingmalek/kingmalek-md-readme-zip-afaf0136e9/parallel_script_recalibration.md,.md,1842,anchor-term:paper|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes ROUND2/README3.txt,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes ROUND2/README3.txt,.txt,2635,anchor-term:paper|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes/AG-runner/P0-AG-RECURSO-DRAFT1-merged-revised.md,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes/AG-runner/P0-AG-RECURSO-DRAFT1-merged-revised.md,.md,66820,anchor-term:draft|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes/AG-runner/README0.txt,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes/AG-runner/README0.txt,.txt,2282,anchor-term:paper|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes/ANTHRO-SALOMON/README2.txt,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes/ANTHRO-SALOMON/README2.txt,.txt,2281,anchor-term:paper|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes/ANTHRO-SALOMON/SALOMON.composite-reference.py.txt,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes/ANTHRO-SALOMON/SALOMON.composite-reference.py.txt,.txt,253815,anchor-term:paper|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes/GEM-MALEK-PHENIX/README1.txt,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes/GEM-MALEK-PHENIX/README1.txt,.txt,2451,anchor-term:paper|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes/GEM-MALEK-PHENIX/debug_runs/kingmalek/debug-kingmalek-smoke-16a6b2387f/parallel_script_recalibration.md,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes/GEM-MALEK-PHENIX/debug_runs/kingmalek/debug-kingmalek-smoke-16a6b2387f/parallel_script_recalibration.md,.md,1892,anchor-term:paper|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes/GEM-MALEK-PHENIX/parallel_runs/kingmalek-wrapper/parallel-kingmalek-wrapper-5861bc1349/parallel_script_recalibration.md,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes/GEM-MALEK-PHENIX/parallel_runs/kingmalek-wrapper/parallel-kingmalek-wrapper-5861bc1349/parallel_script_recalibration.md,.md,1908,anchor-term:paper|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes/GEM-MALEK-PHENIX/parallel_runs/kingmalek/kingmalek-md-readme-zip-afaf0136e9/parallel_script_recalibration.md,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes/GEM-MALEK-PHENIX/parallel_runs/kingmalek/kingmalek-md-readme-zip-afaf0136e9/parallel_script_recalibration.md,.md,1842,anchor-term:paper|narrative-format
B,supporting-context,4,SCRIPTS/Paper outcomes/README3.txt,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/Paper outcomes/README3.txt,.txt,2635,anchor-term:paper|narrative-format
B,supporting-context,4,SCRIPTS/pharos_recalibration.docx,/mnt/c/Users/softinfo/Desktop/Nouveau dossier (3)/SCRIPTS/pharos_recalibration.docx,.docx,21096,source-format
